order_code,bom_category,issue_pool,allocated_qty,uom
BS-ET-16297,Epoxy Thinner,Epoxy Set,32.9,Gram
BS-ET-16297,Epoxy Hardner,Epoxy Set,30.7,Gram
BS-ET-16297,Paint Mixing,Paint Mixing,50.05,Gram
BS-ET-16297,Paint Matt agent(Matt),Paint Matt Agent,25.03,Gram
BS-ET-16297,Paint Harnder,Paint Harnder,25.03,Gram
BS-ET-16297,Paint Thinner,Paint Thinner,20.26,Gram
BS-ET-16297,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16301,Paint Epoxy Primer,Epoxy Set,144.31,Gram
BS-ET-16301,Epoxy Thinner,Epoxy Set,28.42,Gram
BS-ET-16301,Epoxy Hardner,Epoxy Set,43.73,Gram
BS-ET-16301,Paint Mixing,Paint Mixing,50.61,Gram
BS-ET-16301,Paint Matt agent(Matt),Paint Matt Agent,27.8,Gram
BS-ET-16301,Paint Harnder,Paint Harnder,24.95,Gram
BS-ET-16301,Paint Thinner,Paint Thinner,14.26,Gram
BS-ET-16301,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16318,Paint Epoxy Primer,Epoxy Set,409.95,Gram
BS-ET-16318,Epoxy Thinner,Epoxy Set,86.61,Gram
BS-ET-16318,Epoxy Hardner,Epoxy Set,80.83,Gram
BS-ET-16318,Paint Mixing,Paint Mixing,131.76,Gram
BS-ET-16318,Paint Matt agent(Matt),Paint Matt Agent,65.88,Gram
BS-ET-16318,Paint Harnder,Paint Harnder,65.88,Gram
BS-ET-16318,Paint Thinner,Paint Thinner,53.33,Gram
BS-ET-16318,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16061-RE,Paint Epoxy Primer,Epoxy Set,116.51,Gram
BS-ET-16061-RE,Epoxy Thinner,Epoxy Set,22.95,Gram
BS-ET-16061-RE,Epoxy Hardner,Epoxy Set,35.31,Gram
BS-ET-16061-RE,Paint Mixing,Paint Mixing,40.86,Gram
BS-ET-16061-RE,Paint Matt agent(Matt),Paint Matt Agent,22.45,Gram
BS-ET-16061-RE,Paint Harnder,Paint Harnder,20.14,Gram
BS-ET-16061-RE,Paint Thinner,Paint Thinner,11.51,Gram
BS-ET-16061-RE,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16329,Paint Epoxy Primer,Epoxy Set,116.51,Gram
BS-ET-16329,Epoxy Thinner,Epoxy Set,22.95,Gram
BS-ET-16329,Epoxy Hardner,Epoxy Set,35.31,Gram
BS-ET-16329,Paint Mixing,Paint Mixing,40.86,Gram
BS-ET-16329,Paint Matt agent(Matt),Paint Matt Agent,22.45,Gram
BS-ET-16329,Paint Harnder,Paint Harnder,20.14,Gram
BS-ET-16329,Paint Thinner,Paint Thinner,11.51,Gram
BS-ET-16329,Paint Binder(Gloss),Paint Binder,0,Gram
BS-LHET-307,Paint Epoxy Primer,Epoxy Set,212.73,Gram
BS-LHET-307,Epoxy Thinner,Epoxy Set,44.94,Gram
BS-LHET-307,Epoxy Hardner,Epoxy Set,41.95,Gram
BS-LHET-307,Paint Mixing,Paint Mixing,68.38,Gram
BS-LHET-307,Paint Matt agent(Matt),Paint Matt Agent,34.19,Gram
BS-LHET-307,Paint Harnder,Paint Harnder,34.19,Gram
BS-LHET-307,Paint Thinner,Paint Thinner,27.68,Gram
BS-LHET-307,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-15954-RE,Paint Epoxy Primer,Epoxy Set,126.49,Gram
BS-ET-15954-RE,Epoxy Thinner,Epoxy Set,26.72,Gram
BS-ET-15954-RE,Epoxy Hardner,Epoxy Set,24.94,Gram
BS-ET-15954-RE,Paint Mixing,Paint Mixing,40.66,Gram
BS-ET-15954-RE,Paint Matt agent(Matt),Paint Matt Agent,20.33,Gram
BS-ET-15954-RE,Paint Harnder,Paint Harnder,20.33,Gram
BS-ET-15954-RE,Paint Thinner,Paint Thinner,16.46,Gram
BS-ET-15954-RE,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-16309,Paint Epoxy Primer,Epoxy Set,788.41,Gram
BS-SI-16309,Epoxy Thinner,Epoxy Set,166.57,Gram
BS-SI-16309,Epoxy Hardner,Epoxy Set,155.46,Gram
BS-SI-16309,Paint Mixing,Paint Mixing,253.41,Gram
BS-SI-16309,Paint Matt agent(Matt),Paint Matt Agent,126.7,Gram
BS-SI-16309,Paint Harnder,Paint Harnder,126.7,Gram
BS-SI-16309,Paint Thinner,Paint Thinner,102.57,Gram
BS-SI-16309,Paint Binder(Gloss),Paint Binder,0,Gram
BS-QS-16302 A,Paint Epoxy Primer,Epoxy Set,732.21,Gram
BS-QS-16302 A,Epoxy Thinner,Epoxy Set,154.69,Gram
BS-QS-16302 A,Epoxy Hardner,Epoxy Set,144.38,Gram
BS-QS-16302 A,Paint Mixing,Paint Mixing,235.34,Gram
BS-QS-16302 A,Paint Matt agent(Matt),Paint Matt Agent,117.67,Gram
BS-QS-16302 A,Paint Harnder,Paint Harnder,117.67,Gram
BS-QS-16302 A,Paint Thinner,Paint Thinner,95.26,Gram
BS-QS-16302 A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-QS-16302 B,Paint Epoxy Primer,Epoxy Set,1077.33,Gram
BS-QS-16302 B,Epoxy Thinner,Epoxy Set,227.6,Gram
BS-QS-16302 B,Epoxy Hardner,Epoxy Set,212.43,Gram
BS-QS-16302 B,Paint Mixing,Paint Mixing,346.27,Gram
BS-QS-16302 B,Paint Matt agent(Matt),Paint Matt Agent,173.13,Gram
BS-QS-16302 B,Paint Harnder,Paint Harnder,173.13,Gram
BS-QS-16302 B,Paint Thinner,Paint Thinner,140.16,Gram
BS-QS-16302 B,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-15903 C RE,Paint Epoxy Primer,Epoxy Set,0,Gram
BS-SM-15903 C RE,Epoxy Thinner,Epoxy Set,0,Gram
BS-SM-15903 C RE,Epoxy Hardner,Epoxy Set,0,Gram
BS-SM-15903 C RE,Paint Mixing,Paint Mixing,0,Gram
BS-SM-15903 C RE,Paint Matt agent(Matt),Paint Matt Agent,0,Gram
BS-SM-15903 C RE,Paint Harnder,Paint Harnder,0,Gram
BS-SM-15903 C RE,Paint Thinner,Paint Thinner,0,Gram
BS-SM-15903 C RE,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16332,Paint Epoxy Primer,Epoxy Set,155.81,Gram
BS-SM-16332,Epoxy Thinner,Epoxy Set,32.92,Gram
BS-SM-16332,Epoxy Hardner,Epoxy Set,30.72,Gram
BS-SM-16332,Paint Mixing,Paint Mixing,50.08,Gram
BS-SM-16332,Paint Matt agent(Matt),Paint Matt Agent,25.04,Gram
BS-SM-16332,Paint Harnder,Paint Harnder,25.04,Gram
BS-SM-16332,Paint Thinner,Paint Thinner,20.27,Gram
BS-SM-16332,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16333,Paint Epoxy Primer,Epoxy Set,155.81,Gram
BS-SM-16333,Epoxy Thinner,Epoxy Set,32.92,Gram
BS-SM-16333,Epoxy Hardner,Epoxy Set,30.72,Gram
BS-SM-16333,Paint Mixing,Paint Mixing,50.08,Gram
BS-SM-16333,Paint Matt agent(Matt),Paint Matt Agent,25.04,Gram
BS-SM-16333,Paint Harnder,Paint Harnder,25.04,Gram
BS-SM-16333,Paint Thinner,Paint Thinner,20.27,Gram
BS-SM-16333,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-UV-16296,Paint Epoxy Primer,Epoxy Set,793.44,Gram
BS-ET-UV-16296,Epoxy Thinner,Epoxy Set,167.63,Gram
BS-ET-UV-16296,Epoxy Hardner,Epoxy Set,156.45,Gram
BS-ET-UV-16296,Paint Mixing,Paint Mixing,255.02,Gram
BS-ET-UV-16296,Paint Matt agent(Matt),Paint Matt Agent,127.51,Gram
BS-ET-UV-16296,Paint Harnder,Paint Harnder,127.51,Gram
BS-ET-UV-16296,Paint Thinner,Paint Thinner,103.22,Gram
BS-ET-UV-16296,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16306-A,Paint Epoxy Primer,Epoxy Set,166.57,Gram
BS-ET-16306-A,Epoxy Thinner,Epoxy Set,32.81,Gram
BS-ET-16306-A,Epoxy Hardner,Epoxy Set,50.47,Gram
BS-ET-16306-A,Paint Mixing,Paint Mixing,58.42,Gram
BS-ET-16306-A,Paint Matt agent(Matt),Paint Matt Agent,32.09,Gram
BS-ET-16306-A,Paint Harnder,Paint Harnder,28.8,Gram
BS-ET-16306-A,Paint Thinner,Paint Thinner,16.46,Gram
BS-ET-16306-A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16319,Paint Epoxy Primer,Epoxy Set,252,Gram
BS-ET-16319,Epoxy Thinner,Epoxy Set,49.64,Gram
BS-ET-16319,Epoxy Hardner,Epoxy Set,76.36,Gram
BS-ET-16319,Paint Mixing,Paint Mixing,88.38,Gram
BS-ET-16319,Paint Matt agent(Matt),Paint Matt Agent,48.55,Gram
BS-ET-16319,Paint Harnder,Paint Harnder,43.57,Gram
BS-ET-16319,Paint Thinner,Paint Thinner,24.9,Gram
BS-ET-16319,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16320-(Bulk),Paint Epoxy Primer,Epoxy Set,1413.65,Gram
BS-ET-16320-(Bulk),Epoxy Thinner,Epoxy Set,298.66,Gram
BS-ET-16320-(Bulk),Epoxy Hardner,Epoxy Set,278.75,Gram
BS-ET-16320-(Bulk),Paint Mixing,Paint Mixing,454.37,Gram
BS-ET-16320-(Bulk),Paint Matt agent(Matt),Paint Matt Agent,227.18,Gram
BS-ET-16320-(Bulk),Paint Harnder,Paint Harnder,227.18,Gram
BS-ET-16320-(Bulk),Paint Thinner,Paint Thinner,183.91,Gram
BS-ET-16320-(Bulk),Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16323,Paint Epoxy Primer,Epoxy Set,181.83,Gram
BS-ET-16323,Epoxy Thinner,Epoxy Set,38.41,Gram
BS-ET-16323,Epoxy Hardner,Epoxy Set,35.85,Gram
BS-ET-16323,Paint Mixing,Paint Mixing,58.44,Gram
BS-ET-16323,Paint Matt agent(Matt),Paint Matt Agent,29.22,Gram
BS-ET-16323,Paint Harnder,Paint Harnder,29.22,Gram
BS-ET-16323,Paint Thinner,Paint Thinner,23.66,Gram
BS-ET-16323,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16306-B,Paint Epoxy Primer,Epoxy Set,166.57,Gram
BS-ET-16306-B,Epoxy Thinner,Epoxy Set,32.81,Gram
BS-ET-16306-B,Epoxy Hardner,Epoxy Set,50.47,Gram
BS-ET-16306-B,Paint Mixing,Paint Mixing,58.42,Gram
BS-ET-16306-B,Paint Matt agent(Matt),Paint Matt Agent,32.09,Gram
BS-ET-16306-B,Paint Harnder,Paint Harnder,28.8,Gram
BS-ET-16306-B,Paint Thinner,Paint Thinner,16.46,Gram
BS-ET-16306-B,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16330,Paint Epoxy Primer,Epoxy Set,165.95,Gram
BS-ET-16330,Epoxy Thinner,Epoxy Set,32.69,Gram
BS-ET-16330,Epoxy Hardner,Epoxy Set,50.29,Gram
BS-ET-16330,Paint Mixing,Paint Mixing,58.2,Gram
BS-ET-16330,Paint Matt agent(Matt),Paint Matt Agent,31.97,Gram
BS-ET-16330,Paint Harnder,Paint Harnder,28.69,Gram
BS-ET-16330,Paint Thinner,Paint Thinner,16.39,Gram
BS-ET-16330,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16337,Paint Epoxy Primer,Epoxy Set,188.44,Gram
BS-ET-16337,Epoxy Thinner,Epoxy Set,39.81,Gram
BS-ET-16337,Epoxy Hardner,Epoxy Set,37.16,Gram
BS-ET-16337,Paint Mixing,Paint Mixing,60.57,Gram
BS-ET-16337,Paint Matt agent(Matt),Paint Matt Agent,30.28,Gram
BS-ET-16337,Paint Harnder,Paint Harnder,30.28,Gram
BS-ET-16337,Paint Thinner,Paint Thinner,24.52,Gram
BS-ET-16337,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16338,Paint Epoxy Primer,Epoxy Set,180.51,Gram
BS-ET-16338,Epoxy Thinner,Epoxy Set,38.14,Gram
BS-ET-16338,Epoxy Hardner,Epoxy Set,35.59,Gram
BS-ET-16338,Paint Mixing,Paint Mixing,58.02,Gram
BS-ET-16338,Paint Matt agent(Matt),Paint Matt Agent,29.01,Gram
BS-ET-16338,Paint Harnder,Paint Harnder,29.01,Gram
BS-ET-16338,Paint Thinner,Paint Thinner,23.48,Gram
BS-ET-16338,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16313-A,Paint Epoxy Primer,Epoxy Set,181.83,Gram
BS-SM-16313-A,Epoxy Thinner,Epoxy Set,38.41,Gram
BS-SM-16313-A,Epoxy Hardner,Epoxy Set,35.85,Gram
BS-SM-16313-A,Paint Mixing,Paint Mixing,57.05,Gram
BS-SM-16313-A,Paint Matt agent(Matt),Paint Matt Agent,0,Gram
BS-SM-16313-A,Paint Harnder,Paint Harnder,41.74,Gram
BS-SM-16313-A,Paint Thinner,Paint Thinner,11.13,Gram
BS-SM-16313-A,Paint Binder(Gloss),Paint Binder,29.22,Gram
BS-SM-16334,Paint Epoxy Primer,Epoxy Set,159.81,Gram
BS-SM-16334,Epoxy Thinner,Epoxy Set,31.48,Gram
BS-SM-16334,Epoxy Hardner,Epoxy Set,48.43,Gram
BS-SM-16334,Paint Mixing,Paint Mixing,506.04,Gram
BS-SM-16334,Paint Matt agent(Matt),Paint Matt Agent,30.79,Gram
BS-SM-16334,Paint Harnder,Paint Harnder,27.63,Gram
BS-SM-16334,Paint Thinner,Paint Thinner,15.79,Gram
BS-SM-16334,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16335,Paint Epoxy Primer,Epoxy Set,284.32,Gram
BS-SM-16335,Epoxy Thinner,Epoxy Set,60.07,Gram
BS-SM-16335,Epoxy Hardner,Epoxy Set,56.06,Gram
BS-SM-16335,Paint Mixing,Paint Mixing,91.38,Gram
BS-SM-16335,Paint Matt agent(Matt),Paint Matt Agent,45.69,Gram
BS-SM-16335,Paint Harnder,Paint Harnder,45.69,Gram
BS-SM-16335,Paint Thinner,Paint Thinner,36.99,Gram
BS-SM-16335,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16336,Paint Epoxy Primer,Epoxy Set,575.47,Gram
BS-SM-16336,Epoxy Thinner,Epoxy Set,121.58,Gram
BS-SM-16336,Epoxy Hardner,Epoxy Set,113.47,Gram
BS-SM-16336,Paint Mixing,Paint Mixing,224.96,Gram
BS-SM-16336,Paint Matt agent(Matt),Paint Matt Agent,92.48,Gram
BS-SM-16336,Paint Harnder,Paint Harnder,92.48,Gram
BS-SM-16336,Paint Thinner,Paint Thinner,74.87,Gram
BS-SM-16336,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16313-B,Paint Epoxy Primer,Epoxy Set,185.8,Gram
BS-SM-16313-B,Epoxy Thinner,Epoxy Set,39.25,Gram
BS-SM-16313-B,Epoxy Hardner,Epoxy Set,36.64,Gram
BS-SM-16313-B,Paint Mixing,Paint Mixing,58.3,Gram
BS-SM-16313-B,Paint Matt agent(Matt),Paint Matt Agent,0,Gram
BS-SM-16313-B,Paint Harnder,Paint Harnder,42.66,Gram
BS-SM-16313-B,Paint Thinner,Paint Thinner,11.37,Gram
BS-SM-16313-B,Paint Binder(Gloss),Paint Binder,29.86,Gram
BS-QS-16223,Paint Epoxy Primer,Epoxy Set,1542.91,Gram
BS-QS-16223,Epoxy Thinner,Epoxy Set,325.97,Gram
BS-QS-16223,Epoxy Hardner,Epoxy Set,304.24,Gram
BS-QS-16223,Paint Mixing,Paint Mixing,495.92,Gram
BS-QS-16223,Paint Matt agent(Matt),Paint Matt Agent,247.96,Gram
BS-QS-16223,Paint Harnder,Paint Harnder,247.96,Gram
BS-QS-16223,Paint Thinner,Paint Thinner,200.73,Gram
BS-QS-16223,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-16292,Paint Epoxy Primer,Epoxy Set,292.91,Gram
BS-SI-16292,Epoxy Thinner,Epoxy Set,61.88,Gram
BS-SI-16292,Epoxy Hardner,Epoxy Set,57.76,Gram
BS-SI-16292,Paint Mixing,Paint Mixing,94.15,Gram
BS-SI-16292,Paint Matt agent(Matt),Paint Matt Agent,47.07,Gram
BS-SI-16292,Paint Harnder,Paint Harnder,47.07,Gram
BS-SI-16292,Paint Thinner,Paint Thinner,38.11,Gram
BS-SI-16292,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-16325,Paint Epoxy Primer,Epoxy Set,967.39,Gram
BS-SI-16325,Epoxy Thinner,Epoxy Set,204.38,Gram
BS-SI-16325,Epoxy Hardner,Epoxy Set,190.75,Gram
BS-SI-16325,Paint Mixing,Paint Mixing,310.93,Gram
BS-SI-16325,Paint Matt agent(Matt),Paint Matt Agent,155.47,Gram
BS-SI-16325,Paint Harnder,Paint Harnder,155.47,Gram
BS-SI-16325,Paint Thinner,Paint Thinner,125.85,Gram
BS-SI-16325,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-16327,Paint Epoxy Primer,Epoxy Set,408.95,Gram
BS-SI-16327,Epoxy Thinner,Epoxy Set,86.4,Gram
BS-SI-16327,Epoxy Hardner,Epoxy Set,80.64,Gram
BS-SI-16327,Paint Mixing,Paint Mixing,131.44,Gram
BS-SI-16327,Paint Matt agent(Matt),Paint Matt Agent,65.72,Gram
BS-SI-16327,Paint Harnder,Paint Harnder,65.72,Gram
BS-SI-16327,Paint Thinner,Paint Thinner,53.2,Gram
BS-SI-16327,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-16347,Paint Epoxy Primer,Epoxy Set,423.83,Gram
BS-SI-16347,Epoxy Thinner,Epoxy Set,89.54,Gram
BS-SI-16347,Epoxy Hardner,Epoxy Set,83.57,Gram
BS-SI-16347,Paint Mixing,Paint Mixing,136.23,Gram
BS-SI-16347,Paint Matt agent(Matt),Paint Matt Agent,68.11,Gram
BS-SI-16347,Paint Harnder,Paint Harnder,68.11,Gram
BS-SI-16347,Paint Thinner,Paint Thinner,55.14,Gram
BS-SI-16347,Paint Binder(Gloss),Paint Binder,0,Gram
BS-US-2513,Paint Epoxy Primer,Epoxy Set,1089.88,Gram
BS-US-2513,Epoxy Thinner,Epoxy Set,230.26,Gram
BS-US-2513,Epoxy Hardner,Epoxy Set,214.91,Gram
BS-US-2513,Paint Mixing,Paint Mixing,375.33,Gram
BS-US-2513,Paint Matt agent(Matt),Paint Matt Agent,116.77,Gram
BS-US-2513,Paint Harnder,Paint Harnder,191.83,Gram
BS-US-2513,Paint Thinner,Paint Thinner,75.07,Gram
BS-US-2513,Paint Binder(Gloss),Paint Binder,75.07,Gram
BS-US-2517,Paint Epoxy Primer,Epoxy Set,342.72,Gram
BS-US-2517,Epoxy Thinner,Epoxy Set,72.41,Gram
BS-US-2517,Epoxy Hardner,Epoxy Set,67.58,Gram
BS-US-2517,Paint Mixing,Paint Mixing,118.02,Gram
BS-US-2517,Paint Matt agent(Matt),Paint Matt Agent,36.72,Gram
BS-US-2517,Paint Harnder,Paint Harnder,60.32,Gram
BS-US-2517,Paint Thinner,Paint Thinner,23.6,Gram
BS-US-2517,Paint Binder(Gloss),Paint Binder,23.6,Gram
BS-SN-15485,Paint Epoxy Primer,Epoxy Set,4552.92,Gram
BS-SN-15485,Epoxy Thinner,Epoxy Set,961.89,Gram
BS-SN-15485,Epoxy Hardner,Epoxy Set,897.76,Gram
BS-SN-15485,Paint Mixing,Paint Mixing,1567.9,Gram
BS-SN-15485,Paint Matt agent(Matt),Paint Matt Agent,487.79,Gram
BS-SN-15485,Paint Harnder,Paint Harnder,801.37,Gram
BS-SN-15485,Paint Thinner,Paint Thinner,313.58,Gram
BS-SN-15485,Paint Binder(Gloss),Paint Binder,313.58,Gram
BS-QS-16315,Paint Epoxy Primer,Epoxy Set,165.95,Gram
BS-QS-16315,Epoxy Thinner,Epoxy Set,32.69,Gram
BS-QS-16315,Epoxy Hardner,Epoxy Set,50.29,Gram
BS-QS-16315,Paint Mixing,Paint Mixing,58.2,Gram
BS-QS-16315,Paint Matt agent(Matt),Paint Matt Agent,31.97,Gram
BS-QS-16315,Paint Harnder,Paint Harnder,28.69,Gram
BS-QS-16315,Paint Thinner,Paint Thinner,16.39,Gram
BS-QS-16315,Paint Binder(Gloss),Paint Binder,0,Gram
BS-QS-16360,Paint Epoxy Primer,Epoxy Set,536.68,Gram
BS-QS-16360,Epoxy Thinner,Epoxy Set,113.38,Gram
BS-QS-16360,Epoxy Hardner,Epoxy Set,105.82,Gram
BS-QS-16360,Paint Mixing,Paint Mixing,172.5,Gram
BS-QS-16360,Paint Matt agent(Matt),Paint Matt Agent,86.25,Gram
BS-QS-16360,Paint Harnder,Paint Harnder,86.25,Gram
BS-QS-16360,Paint Thinner,Paint Thinner,69.82,Gram
BS-QS-16360,Paint Binder(Gloss),Paint Binder,0,Gram
BS-GL-0018,Paint Epoxy Primer,Epoxy Set,165.95,Gram
BS-GL-0018,Epoxy Thinner,Epoxy Set,32.69,Gram
BS-GL-0018,Epoxy Hardner,Epoxy Set,50.29,Gram
BS-GL-0018,Paint Mixing,Paint Mixing,58.2,Gram
BS-GL-0018,Paint Matt agent(Matt),Paint Matt Agent,31.97,Gram
BS-GL-0018,Paint Harnder,Paint Harnder,28.69,Gram
BS-GL-0018,Paint Thinner,Paint Thinner,16.39,Gram
BS-GL-0018,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SI-16357,Paint Epoxy Primer,Epoxy Set,349.22,Gram
BS-SI-16357,Epoxy Thinner,Epoxy Set,73.78,Gram
BS-SI-16357,Epoxy Hardner,Epoxy Set,68.86,Gram
BS-SI-16357,Paint Mixing,Paint Mixing,112.25,Gram
BS-SI-16357,Paint Matt agent(Matt),Paint Matt Agent,56.12,Gram
BS-SI-16357,Paint Harnder,Paint Harnder,56.12,Gram
BS-SI-16357,Paint Thinner,Paint Thinner,45.43,Gram
BS-SI-16357,Paint Binder(Gloss),Paint Binder,0,Gram
BS-QS-16344,Paint Epoxy Primer,Epoxy Set,179.19,Gram
BS-QS-16344,Epoxy Thinner,Epoxy Set,37.86,Gram
BS-QS-16344,Epoxy Hardner,Epoxy Set,35.33,Gram
BS-QS-16344,Paint Mixing,Paint Mixing,57.59,Gram
BS-QS-16344,Paint Matt agent(Matt),Paint Matt Agent,28.8,Gram
BS-QS-16344,Paint Harnder,Paint Harnder,28.8,Gram
BS-QS-16344,Paint Thinner,Paint Thinner,23.31,Gram
BS-QS-16344,Paint Binder(Gloss),Paint Binder,0,Gram
BS-S.C-15317,Paint Epoxy Primer,Epoxy Set,2827.55,Gram
BS-S.C-15317,Epoxy Thinner,Epoxy Set,597.37,Gram
BS-S.C-15317,Epoxy Hardner,Epoxy Set,557.54,Gram
BS-S.C-15317,Paint Mixing,Paint Mixing,908.82,Gram
BS-S.C-15317,Paint Matt agent(Matt),Paint Matt Agent,454.41,Gram
BS-S.C-15317,Paint Harnder,Paint Harnder,454.41,Gram
BS-S.C-15317,Paint Thinner,Paint Thinner,367.85,Gram
BS-S.C-15317,Paint Binder(Gloss),Paint Binder,0,Gram
BS-QS-16358-B,Paint Epoxy Primer,Epoxy Set,640.46,Gram
BS-QS-16358-B,Epoxy Thinner,Epoxy Set,135.31,Gram
BS-QS-16358-B,Epoxy Hardner,Epoxy Set,126.29,Gram
BS-QS-16358-B,Paint Mixing,Paint Mixing,205.85,Gram
BS-QS-16358-B,Paint Matt agent(Matt),Paint Matt Agent,102.93,Gram
BS-QS-16358-B,Paint Harnder,Paint Harnder,102.93,Gram
BS-QS-16358-B,Paint Thinner,Paint Thinner,83.32,Gram
BS-QS-16358-B,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16353-A,Paint Epoxy Primer,Epoxy Set,313.24,Gram
BS-SM-16353-A,Epoxy Thinner,Epoxy Set,66.18,Gram
BS-SM-16353-A,Epoxy Hardner,Epoxy Set,61.77,Gram
BS-SM-16353-A,Paint Mixing,Paint Mixing,100.68,Gram
BS-SM-16353-A,Paint Matt agent(Matt),Paint Matt Agent,50.34,Gram
BS-SM-16353-A,Paint Harnder,Paint Harnder,50.34,Gram
BS-SM-16353-A,Paint Thinner,Paint Thinner,40.75,Gram
BS-SM-16353-A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16354-A,Paint Epoxy Primer,Epoxy Set,179.19,Gram
BS-SM-16354-A,Epoxy Thinner,Epoxy Set,37.86,Gram
BS-SM-16354-A,Epoxy Hardner,Epoxy Set,35.33,Gram
BS-SM-16354-A,Paint Mixing,Paint Mixing,57.59,Gram
BS-SM-16354-A,Paint Matt agent(Matt),Paint Matt Agent,28.8,Gram
BS-SM-16354-A,Paint Harnder,Paint Harnder,28.8,Gram
BS-SM-16354-A,Paint Thinner,Paint Thinner,23.31,Gram
BS-SM-16354-A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16353-B,Paint Epoxy Primer,Epoxy Set,179.35,Gram
BS-SM-16353-B,Epoxy Thinner,Epoxy Set,37.89,Gram
BS-SM-16353-B,Epoxy Hardner,Epoxy Set,35.36,Gram
BS-SM-16353-B,Paint Mixing,Paint Mixing,57.65,Gram
BS-SM-16353-B,Paint Matt agent(Matt),Paint Matt Agent,28.82,Gram
BS-SM-16353-B,Paint Harnder,Paint Harnder,28.82,Gram
BS-SM-16353-B,Paint Thinner,Paint Thinner,23.33,Gram
BS-SM-16353-B,Paint Binder(Gloss),Paint Binder,0,Gram
BS-SM-16354-B,Paint Epoxy Primer,Epoxy Set,179.19,Gram
BS-SM-16354-B,Epoxy Thinner,Epoxy Set,37.86,Gram
BS-SM-16354-B,Epoxy Hardner,Epoxy Set,35.33,Gram
BS-SM-16354-B,Paint Mixing,Paint Mixing,57.59,Gram
BS-SM-16354-B,Paint Matt agent(Matt),Paint Matt Agent,28.8,Gram
BS-SM-16354-B,Paint Harnder,Paint Harnder,28.8,Gram
BS-SM-16354-B,Paint Thinner,Paint Thinner,23.31,Gram
BS-SM-16354-B,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16172-A,Paint Epoxy Primer,Epoxy Set,623.4,Gram
BS-ET-16172-A,Epoxy Thinner,Epoxy Set,122.79,Gram
BS-ET-16172-A,Epoxy Hardner,Epoxy Set,188.91,Gram
BS-ET-16172-A,Paint Mixing,Paint Mixing,218.63,Gram
BS-ET-16172-A,Paint Matt agent(Matt),Paint Matt Agent,120.09,Gram
BS-ET-16172-A,Paint Harnder,Paint Harnder,107.77,Gram
BS-ET-16172-A,Paint Thinner,Paint Thinner,61.59,Gram
BS-ET-16172-A,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16305,Paint Epoxy Primer,Epoxy Set,0,Gram
BS-ET-16305,Epoxy Thinner,Epoxy Set,0,Gram
BS-ET-16305,Epoxy Hardner,Epoxy Set,0,Gram
BS-ET-16305,Paint Mixing,Paint Mixing,0,Gram
BS-ET-16305,Paint Matt agent(Matt),Paint Matt Agent,0,Gram
BS-ET-16305,Paint Harnder,Paint Harnder,0,Gram
BS-ET-16305,Paint Thinner,Paint Thinner,0,Gram
BS-ET-16305,Paint Binder(Gloss),Paint Binder,0,Gram
BS-ET-16321,Paint Epoxy Primer,Epoxy Set,253.13,Gram
BS-ET-16321,Epoxy Thinner,Epoxy Set,53.48,Gram
BS-ET-16321,Epoxy Hardner,Epoxy Set,49.91,Gram
BS-ET-16321,Paint Mixing,Paint Mixing,81.36,Gram
BS-ET-16321,Paint Matt agent(Matt),Paint Matt Agent,40.68,Gram
BS-ET-16321,Paint Harnder,Paint Harnder,40.68,Gram
BS-ET-16321,Paint Thinner,Paint Thinner,32.93,Gram
