code,total_area,surface_area,bom_total_cost,bom_source
BS-ET-16541-B,,,1661.94,"Paint Epoxy Primer 166.57 Gram, Epoxy Thinner 32.81 Gram, Epoxy Hardner 50.47 Gram, Paint Mixing 58.42 Gram, Paint Matt agent(Matt) 32.09 Gram, Paint Harnder 28.8 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,661.94"
BS-SI-16369,,,25542.92,"Paint Epoxy Primer 2850.88 Gram, Epoxy Thinner 602.3 Gram, Epoxy Hardner 562.15 Gram, Paint Mixing 916.32 Gram, Paint Matt agent(Matt) 458.16 Gram, Paint Harnder 458.16 Gram, Paint Thinner 370.89 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 25,542.92"
BS-SI-16477,,,19592.12,"Paint Epoxy Primer 2186.7 Gram, Epoxy Thinner 461.98 Gram, Epoxy Hardner 431.18 Gram, Paint Mixing 702.84 Gram, Paint Matt agent(Matt) 351.42 Gram, Paint Harnder 351.42 Gram, Paint Thinner 284.48 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 19,592.12"
BS-S.inc-16557,,,3380.71,"Paint Epoxy Primer 377.33 Gram, Epoxy Thinner 79.72 Gram, Epoxy Hardner 74.4 Gram, Paint Mixing 121.28 Gram, Paint Matt agent(Matt) 60.64 Gram, Paint Harnder 60.64 Gram, Paint Thinner 49.09 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,380.71"
BS-SI-16500,,,2787.77,"Paint Epoxy Primer 229.44 Gram, Epoxy Thinner 48.47 Gram, Epoxy Hardner 45.24 Gram, Paint Mixing 150 Gram, Paint Matt agent(Matt) 36.87 Gram, Paint Harnder 36.87 Gram, Paint Thinner 29.85 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,787.77"
BS-QS-16537,,,3017.09,"Paint Epoxy Primer 165.95 Gram, Epoxy Thinner 32.69 Gram, Epoxy Hardner 50.29 Gram, Paint Mixing 200 Gram, Paint Matt agent(Matt) 31.97 Gram, Paint Harnder 28.69 Gram, Paint Thinner 16.39 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,017.09"
BS-SI-16439,,,8924.72,"Paint Epoxy Primer 996.1 Gram, Epoxy Thinner 210.44 Gram, Epoxy Hardner 196.41 Gram, Paint Mixing 320.16 Gram, Paint Matt agent(Matt) 160.08 Gram, Paint Harnder 160.08 Gram, Paint Thinner 129.59 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 8,924.72"
BS-QS-16554,,,3417.24,"Paint Epoxy Primer 381.4 Gram, Epoxy Thinner 80.58 Gram, Epoxy Hardner 75.21 Gram, Paint Mixing 122.59 Gram, Paint Matt agent(Matt) 61.29 Gram, Paint Harnder 61.29 Gram, Paint Thinner 49.62 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,417.24"
BS-SM-16550,,,2972.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 200 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,972.58"
BS-S.inc-16548,,,11895.67,"Paint Epoxy Primer 1327.69 Gram, Epoxy Thinner 280.5 Gram, Epoxy Hardner 261.8 Gram, Paint Mixing 426.74 Gram, Paint Matt agent(Matt) 213.37 Gram, Paint Harnder 213.37 Gram, Paint Thinner 172.73 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 11,895.67"
BS-SI-16544,,,4628.73,"Paint Epoxy Primer 516.62 Gram, Epoxy Thinner 109.14 Gram, Epoxy Hardner 101.87 Gram, Paint Mixing 166.05 Gram, Paint Matt agent(Matt) 83.02 Gram, Paint Harnder 83.02 Gram, Paint Thinner 67.21 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 4,628.73"
BS-QS-16553,,,8175.31,"Paint Epoxy Primer 912.46 Gram, Epoxy Thinner 192.77 Gram, Epoxy Hardner 179.92 Gram, Paint Mixing 293.28 Gram, Paint Matt agent(Matt) 146.64 Gram, Paint Harnder 146.64 Gram, Paint Thinner 118.71 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 8,175.31"
BS-SM-16569,,,2057.09,"Paint Epoxy Primer 165.95 Gram, Epoxy Thinner 32.69 Gram, Epoxy Hardner 50.29 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 31.97 Gram, Paint Harnder 28.69 Gram, Paint Thinner 16.39 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,057.09"
BS-ET-16400,,,0.00,"Paint Epoxy Primer 0 Gram, Epoxy Thinner 0 Gram, Epoxy Hardner 0 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 0.00"
BS-ET-16469,,,2268.42,"Paint Epoxy Primer 222.11 Gram, Epoxy Thinner 46.92 Gram, Epoxy Hardner 43.8 Gram, Paint Mixing 100.39 Gram, Paint Matt agent(Matt) 35.69 Gram, Paint Harnder 35.69 Gram, Paint Thinner 28.9 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,268.42"
BS-ET-16540,,,2382.34,"Paint Epoxy Primer 240.18 Gram, Epoxy Thinner 50.74 Gram, Epoxy Hardner 47.36 Gram, Paint Mixing 101.2 Gram, Paint Matt agent(Matt) 38.6 Gram, Paint Harnder 38.6 Gram, Paint Thinner 31.25 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,382.34"
BS-ET-16562,,,2502.96,"Paint Epoxy Primer 180.78 Gram, Epoxy Thinner 38.19 Gram, Epoxy Hardner 35.65 Gram, Paint Mixing 150.11 Gram, Paint Matt agent(Matt) 29.05 Gram, Paint Harnder 29.05 Gram, Paint Thinner 23.52 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,502.96"
BS-LHET-360,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 2,012.58"
BS-SI-16516,,,3426.13,"Paint Epoxy Primer 382.39 Gram, Epoxy Thinner 80.79 Gram, Epoxy Hardner 75.4 Gram, Paint Mixing 122.91 Gram, Paint Matt agent(Matt) 61.45 Gram, Paint Harnder 61.45 Gram, Paint Thinner 49.75 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,426.13"
BS-SI-16543,,,4071.36,"Paint Epoxy Primer 412.04 Gram, Epoxy Thinner 87.05 Gram, Epoxy Hardner 81.25 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 129.28 Gram, Paint Binder(Gloss) 66.22 Gram, Paint Harnder 94.6 Gram, Paint Thinner 25.23 Gram, Paint Miscellaneous cost 1 | Total: 4,071.36"
BS-SI-16466,,,3365.16,"Paint Epoxy Primer 326.3 Gram, Epoxy Thinner 68.94 Gram, Epoxy Hardner 64.34 Gram, Paint Mixing 150.88 Gram, Paint Matt agent(Matt) 52.44 Gram, Paint Harnder 52.44 Gram, Paint Thinner 42.45 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,365.16"
BS-SI-16579-A,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-SI-16579-B,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-SI-16579-C,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16501,,,0.00,"Paint Epoxy Primer 0 Gram, Epoxy Thinner 0 Gram, Epoxy Hardner 0 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 0.00"
BS-ET-16502,,,6250.96,"Paint Epoxy Primer 697.68 Gram, Epoxy Thinner 147.4 Gram, Epoxy Hardner 137.57 Gram, Paint Mixing 224.24 Gram, Paint Matt agent(Matt) 112.12 Gram, Paint Harnder 112.12 Gram, Paint Thinner 90.77 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 6,250.96"
BS-ET-16507,,,2173.17,"Paint Epoxy Primer 242.55 Gram, Epoxy Thinner 51.24 Gram, Epoxy Hardner 47.83 Gram, Paint Mixing 77.96 Gram, Paint Matt agent(Matt) 38.98 Gram, Paint Harnder 38.98 Gram, Paint Thinner 31.56 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,173.17"
BS-ET-16265,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-SM-16457,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 2,012.58"
BS-ET-16498,,,3584.52,"Paint Epoxy Primer 357.21 Gram, Epoxy Thinner 75.47 Gram, Epoxy Hardner 70.44 Gram, Paint Mixing 154.81 Gram, Paint Matt agent(Matt) 57.41 Gram, Paint Harnder 57.41 Gram, Paint Thinner 46.47 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,584.52"
BS-ET-16529,,,8636.41,"Paint Epoxy Primer 963.92 Gram, Epoxy Thinner 203.65 Gram, Epoxy Hardner 190.07 Gram, Paint Mixing 309.82 Gram, Paint Matt agent(Matt) 154.91 Gram, Paint Harnder 154.91 Gram, Paint Thinner 125.4 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 8,636.41"
BS-ET-16538,,,2464.44,"Paint Epoxy Primer 275.06 Gram, Epoxy Thinner 58.11 Gram, Epoxy Hardner 54.24 Gram, Paint Mixing 88.41 Gram, Paint Matt agent(Matt) 44.2 Gram, Paint Harnder 44.2 Gram, Paint Thinner 35.78 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,464.44"
BS-ET-16560,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16565,,,11650.81,"Paint Epoxy Primer 1300.36 Gram, Epoxy Thinner 274.72 Gram, Epoxy Hardner 256.41 Gram, Paint Mixing 417.96 Gram, Paint Matt agent(Matt) 208.98 Gram, Paint Harnder 208.98 Gram, Paint Thinner 169.17 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 11,650.81"
BS-ET-16568-A,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-LHET-376-A,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-LHET-376-B,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-LHET-376-C,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16568-B,,,2442.10,"Paint Epoxy Primer 208.28 Gram, Epoxy Thinner 44 Gram, Epoxy Hardner 41.07 Gram, Paint Mixing 126.94 Gram, Paint Matt agent(Matt) 33.47 Gram, Paint Harnder 33.47 Gram, Paint Thinner 27.1 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,442.10"
BS-SI-16526,,,2149.97,"Paint Epoxy Primer 239.96 Gram, Epoxy Thinner 50.7 Gram, Epoxy Hardner 47.32 Gram, Paint Mixing 77.13 Gram, Paint Matt agent(Matt) 38.56 Gram, Paint Harnder 38.56 Gram, Paint Thinner 31.22 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,149.97"
BS-S.inc-16580-Bulk,,,3820.86,"Paint Epoxy Primer 286.73 Gram, Epoxy Thinner 56.48 Gram, Epoxy Hardner 86.89 Gram, Paint Mixing 200.56 Gram, Paint Matt agent(Matt) 55.24 Gram, Paint Harnder 49.57 Gram, Paint Thinner 28.33 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,820.86"
BS-SM-15743 RE,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-LHET-368,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 2,012.58"
BS-LHET-346-A,,,,
BS-LHET-346-B,,,,
BS-LHET-346-C,,,,
BS-LHET-346-D,,,,
BS-LHET-346-E,,,,
BS-LHET-346-F,,,,
BS-LHET-346-G,,,,
BS-LHET-346-H,,,,
BS-LHET-346-I,,,,
BS-LHET-346-J,,,,
BS-ET-16568-F,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,012.58"
BS-ET-16568-E,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,012.58"
BS-ET-16568-D,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,012.58"
BS-ET-16568-C,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,012.58"
BS-LHET-342,,,3722.57,"Paint Epoxy Primer 385.48 Gram, Epoxy Thinner 81.44 Gram, Epoxy Hardner 76.01 Gram, Paint Mixing 151.9 Gram, Paint Matt agent(Matt) 61.95 Gram, Paint Harnder 61.95 Gram, Paint Thinner 50.15 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,722.57"
BS-US-2566 A,,,1571.03,"Paint Epoxy Primer 165.58 Gram, Epoxy Thinner 34.98 Gram, Epoxy Hardner 32.65 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 57.02 Gram, Paint Matt agent(Matt) 17.74 Gram, Paint Binder(Gloss) 11.4 Gram, Paint Harnder 29.14 Gram, Paint Thinner 11.4 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,571.03"
BS-US-2566 C,,,1593.51,"Paint Epoxy Primer 167.95 Gram, Epoxy Thinner 35.48 Gram, Epoxy Hardner 33.12 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 57.84 Gram, Paint Matt agent(Matt) 17.99 Gram, Paint Binder(Gloss) 11.57 Gram, Paint Harnder 29.56 Gram, Paint Thinner 11.57 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,593.51"
BS-US-2566 D,,,1593.51,"Paint Epoxy Primer 167.95 Gram, Epoxy Thinner 35.48 Gram, Epoxy Hardner 33.12 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 57.84 Gram, Paint Matt agent(Matt) 17.99 Gram, Paint Binder(Gloss) 11.57 Gram, Paint Harnder 29.56 Gram, Paint Thinner 11.57 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,593.51"
BS-US-2566 E,,,1591.94,"Paint Epoxy Primer 167.78 Gram, Epoxy Thinner 35.45 Gram, Epoxy Hardner 33.08 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 57.78 Gram, Paint Matt agent(Matt) 17.98 Gram, Paint Binder(Gloss) 11.56 Gram, Paint Harnder 29.53 Gram, Paint Thinner 11.56 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,591.94"
BS-US-2566 F,,,1820.40,"Paint Epoxy Primer 191.86 Gram, Epoxy Thinner 40.53 Gram, Epoxy Hardner 37.83 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 66.07 Gram, Paint Matt agent(Matt) 20.56 Gram, Paint Binder(Gloss) 13.21 Gram, Paint Harnder 33.77 Gram, Paint Thinner 13.21 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,820.40"
BS-US-2566 G,,,6485.90,"Paint Epoxy Primer 683.57 Gram, Epoxy Thinner 144.42 Gram, Epoxy Hardner 134.79 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 235.4 Gram, Paint Matt agent(Matt) 73.24 Gram, Paint Binder(Gloss) 47.08 Gram, Paint Harnder 120.32 Gram, Paint Thinner 47.08 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 6,485.90"
BS-GL-0022,,,5228.05,"Paint Epoxy Primer 583.51 Gram, Epoxy Thinner 123.28 Gram, Epoxy Hardner 115.06 Gram, Paint Mixing 187.55 Gram, Paint Matt agent(Matt) 93.77 Gram, Paint Harnder 93.77 Gram, Paint Thinner 75.91 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 5,228.05"
BS-GL-0023,,,3303.70,"Paint Epoxy Primer 368.73 Gram, Epoxy Thinner 77.9 Gram, Epoxy Hardner 72.71 Gram, Paint Mixing 118.52 Gram, Paint Matt agent(Matt) 59.26 Gram, Paint Harnder 59.26 Gram, Paint Thinner 47.97 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,303.70"
BS-SM-16511,,,,
BS-ET-16486,,,6203.56,"Paint Epoxy Primer 692.39 Gram, Epoxy Thinner 146.28 Gram, Epoxy Hardner 136.53 Gram, Paint Mixing 222.54 Gram, Paint Matt agent(Matt) 111.27 Gram, Paint Harnder 111.27 Gram, Paint Thinner 90.08 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 6,203.56"
