code,total_area,surface_area,bom_total_cost,bom_source
BS-SM-16228,6.31,0.88,1439.83,"Paint Epoxy Primer 144.31 Gram, Epoxy Thinner 28.42 Gram, Epoxy Hardner 43.73 Gram, Paint Mixing 50.61 Gram, Paint Matt agent(Matt) 27.8 Gram, Paint Harnder 24.95 Gram, Paint Thinner 14.26 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,439.83"
BS-SM-16273-A,10.67,4.51,2323.29,"Paint Epoxy Primer 259.31 Gram, Epoxy Thinner 54.78 Gram, Epoxy Hardner 51.13 Gram, Paint Mixing 83.34 Gram, Paint Matt agent(Matt) 41.67 Gram, Paint Harnder 41.67 Gram, Paint Thinner 33.73 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,323.29"
BS-SM-16273-B,24.33,4.51,12121.31,"Paint Epoxy Primer 1352.88 Gram, Epoxy Thinner 285.82 Gram, Epoxy Hardner 266.76 Gram, Paint Mixing 434.83 Gram, Paint Matt agent(Matt) 217.42 Gram, Paint Harnder 217.42 Gram, Paint Thinner 176 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 12,121.31"
BS-ET-16253,0.78,0.31,849.99,"Paint Epoxy Primer 94.87 Gram, Epoxy Thinner 20.04 Gram, Epoxy Hardner 18.71 Gram, Paint Mixing 30.49 Gram, Paint Matt agent(Matt) 15.25 Gram, Paint Harnder 15.25 Gram, Paint Thinner 12.34 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 849.99"
BS-ET-16271-A,13.76,5.11,4950.52,"Paint Epoxy Primer 552.53 Gram, Epoxy Thinner 116.73 Gram, Epoxy Hardner 108.95 Gram, Paint Mixing 177.59 Gram, Paint Matt agent(Matt) 88.8 Gram, Paint Harnder 88.8 Gram, Paint Thinner 71.88 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 4,950.52"
BS-ET-16278,0.78,0.25,846.12,"Paint Epoxy Primer 94.44 Gram, Epoxy Thinner 19.95 Gram, Epoxy Hardner 18.62 Gram, Paint Mixing 30.35 Gram, Paint Matt agent(Matt) 15.18 Gram, Paint Harnder 15.18 Gram, Paint Thinner 12.29 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 846.12"
BS-ET-16284,5.17,1.68,1396.04,"Paint Epoxy Primer 155.81 Gram, Epoxy Thinner 32.92 Gram, Epoxy Hardner 30.72 Gram, Paint Mixing 50.08 Gram, Paint Matt agent(Matt) 25.04 Gram, Paint Harnder 25.04 Gram, Paint Thinner 20.27 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,396.04"
BS-ET-16287,1.19,0.46,,
BS-ET-16290,2.57,0.9,4069.00,"Epoxy Primer 407.80 Gram, Epoxy Thinner 80.32 Gram, Epoxy Hardner 123.58 Gram, Paint Mixing 143.02 Gram, Paint Matt agent(Matt) 78.56 Gram, Paint Harnder 70.50 Gram, Paint Thinner 40.29 Gram, Paint Mixing, Paint Binder(Gloss), Paint Harnder, Paint Thinner, Paint Miscellaneous cost 1.00 | Total: 4,069.00"
BS-ET-16294,2.8,0.52,1396.04,"Paint Epoxy Primer 155.81 Gram, Epoxy Thinner 32.92 Gram, Epoxy Hardner 30.72 Gram, Paint Mixing 50.08 Gram, Paint Matt agent(Matt) 25.04 Gram, Paint Harnder 25.04 Gram, Paint Thinner 20.27 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,396.04"
BS-ET-16271-B,13.76,5.11,4950.52,"Paint Epoxy Primer 552.53 Gram, Epoxy Thinner 116.73 Gram, Epoxy Hardner 108.95 Gram, Paint Mixing 177.59 Gram, Paint Matt agent(Matt) 88.8 Gram, Paint Harnder 88.8 Gram, Paint Thinner 71.88 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 4,950.52"
BS-US-500071,6.25,2.12,3242.29,"Paint Epoxy Primer 341.72 Gram, Epoxy Thinner 72.19 Gram, Epoxy Hardner 67.38 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 117.68 Gram, Paint Matt agent(Matt) 36.61 Gram, Paint Binder(Gloss) 23.54 Gram, Paint Harnder 60.15 Gram, Paint Thinner 23.54 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,242.29"
BS-ET-16194,2.56,0.46,1133.31,"Paint Epoxy Primer 126.49 Gram, Epoxy Thinner 26.72 Gram, Epoxy Hardner 24.94 Gram, Paint Mixing 40.66 Gram, Paint Matt agent(Matt) 20.33 Gram, Paint Harnder 20.33 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,133.31"
BS-ET-16256,1.15,1.49,881.75,"Paint Epoxy Primer 98.41 Gram, Epoxy Thinner 20.79 Gram, Epoxy Hardner 19.41 Gram, Paint Mixing 31.63 Gram, Paint Matt agent(Matt) 15.82 Gram, Paint Harnder 15.82 Gram, Paint Thinner 12.8 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 881.75"
BS-US-500072,8.26,3.41,3221.36,"Paint Epoxy Primer 359.54 Gram, Epoxy Thinner 75.96 Gram, Epoxy Hardner 70.9 Gram, Paint Mixing 115.56 Gram, Paint Matt agent(Matt) 57.78 Gram, Paint Harnder 57.78 Gram, Paint Thinner 46.77 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,221.36"
BS-SM-16081-B,16.67,,,
BS-SI-12905-B,7.83,2.81,,
BS-US-2506 A,5.75,5.54,,
BS-US-2506 B,,,17334.08,"Paint Epoxy Primer 1826.9 Gram, Epoxy Thinner 385.96 Gram, Epoxy Hardner 360.23 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 629.14 Gram, Paint Matt agent(Matt) 195.73 Gram, Paint Binder(Gloss) 125.83 Gram, Paint Harnder 321.56 Gram, Paint Thinner 125.83 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 17,334.08"
BS-US-2506 C,37.32,15.38,,
BS-SM-16106 A RE,16.36,0.47,0.00,"Paint Epoxy Primer 0 Gram, Epoxy Thinner 0 Gram, Epoxy Hardner 0 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 0.00"
BS-SM-16215,2.78,1.77,,
BS-SM-16275,7.78,9.46,2430.61,"Paint Epoxy Primer 271.28 Gram, Epoxy Thinner 57.31 Gram, Epoxy Hardner 53.49 Gram, Paint Mixing 87.19 Gram, Paint Matt agent(Matt) 43.6 Gram, Paint Harnder 43.6 Gram, Paint Thinner 35.29 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,430.61"
BS-SM-16277-A,24.96,10.91,8560.81,"Paint Epoxy Primer 955.48 Gram, Epoxy Thinner 201.86 Gram, Epoxy Hardner 188.41 Gram, Paint Mixing 307.11 Gram, Paint Matt agent(Matt) 153.55 Gram, Paint Harnder 153.55 Gram, Paint Thinner 124.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 8,560.81"
BS-SM-16277-B,7.72,10.91,3170.92,"Paint Epoxy Primer 353.91 Gram, Epoxy Thinner 74.77 Gram, Epoxy Hardner 69.79 Gram, Paint Mixing 113.75 Gram, Paint Matt agent(Matt) 56.88 Gram, Paint Harnder 56.88 Gram, Paint Thinner 46.04 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,170.92"
BS-ET-16272-A,6,6,6820.49,"Paint Epoxy Primer 761.24 Gram, Epoxy Thinner 160.83 Gram, Epoxy Hardner 150.1 Gram, Paint Mixing 244.68 Gram, Paint Matt agent(Matt) 122.34 Gram, Paint Harnder 122.34 Gram, Paint Thinner 99.04 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 6,820.49"
BS-ET-16286-A,0.89,0.79,2570.37,"Paint Epoxy Primer 257.61 Gram, Epoxy Thinner 50.74 Gram, Epoxy Hardner 78.06 Gram, Paint Mixing 90.35 Gram, Paint Matt agent(Matt) 49.63 Gram, Paint Harnder 44.54 Gram, Paint Thinner 25.45 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,570.37"
BS-ET-16288,2.33,0.3,1133.31,"Paint Epoxy Primer 126.49 Gram, Epoxy Thinner 26.72 Gram, Epoxy Hardner 24.94 Gram, Paint Mixing 40.66 Gram, Paint Matt agent(Matt) 20.33 Gram, Paint Harnder 20.33 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,133.31"
BS-ET-16289,0.75,0.7,1397.32,"Paint Epoxy Primer 155.96 Gram, Epoxy Thinner 32.95 Gram, Epoxy Hardner 30.75 Gram, Paint Mixing 50.13 Gram, Paint Matt agent(Matt) 25.06 Gram, Paint Harnder 25.06 Gram, Paint Thinner 20.29 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,397.32"
BS-ET-16291,0.25,0.25,1133.31,"Paint Epoxy Primer 126.49 Gram, Epoxy Thinner 26.72 Gram, Epoxy Hardner 24.94 Gram, Paint Mixing 40.66 Gram, Paint Matt agent(Matt) 20.33 Gram, Paint Harnder 20.33 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,133.31"
BS-ET-16295,0.56,0.53,,
BS-ET-16272-B,6,6,6820.49,"Paint Epoxy Primer 761.24 Gram, Epoxy Thinner 160.83 Gram, Epoxy Hardner 150.1 Gram, Paint Mixing 244.68 Gram, Paint Matt agent(Matt) 122.34 Gram, Paint Harnder 122.34 Gram, Paint Thinner 99.04 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 6,820.49"
BS-ET-16286-B,0.89,0.79,2570.37,"Paint Epoxy Primer 257.61 Gram, Epoxy Thinner 50.74 Gram, Epoxy Hardner 78.06 Gram, Paint Mixing 90.35 Gram, Paint Matt agent(Matt) 49.63 Gram, Paint Harnder 44.54 Gram, Paint Thinner 25.45 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,570.37"
BS-ET-16304,3,2.67,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-QS-16263,7.99,2.15,3284.03,"Paint Epoxy Primer 366.54 Gram, Epoxy Thinner 77.44 Gram, Epoxy Hardner 72.27 Gram, Paint Mixing 117.81 Gram, Paint Matt agent(Matt) 58.91 Gram, Paint Harnder 58.91 Gram, Paint Thinner 47.69 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,284.03"
BS-SI-16160-B,8.5,1.97,,
BS-US-500070 A,11.88,3.7,5337.14,"Paint Epoxy Primer 562.5 Gram, Epoxy Thinner 118.84 Gram, Epoxy Hardner 110.92 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 193.71 Gram, Paint Matt agent(Matt) 60.27 Gram, Paint Binder(Gloss) 38.74 Gram, Paint Harnder 99.01 Gram, Paint Thinner 38.74 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 5,337.14"
BS-QS-16314,7.5,2.05,1439.83,"Paint Epoxy Primer 144.31 Gram, Epoxy Thinner 28.42 Gram, Epoxy Hardner 43.73 Gram, Paint Mixing 50.61 Gram, Paint Matt agent(Matt) 27.8 Gram, Paint Harnder 24.95 Gram, Paint Thinner 14.26 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,439.83"
BS-ET-16257,0.93,0.34,0.00,"Paint Epoxy Primer 0 Gram, Epoxy Thinner 0 Gram, Epoxy Hardner 0 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 0.00"
BS-ET-16297,1.49,0.32,1395.18,"Paint Epoxy Primer 155.72 Gram, Epoxy Thinner 32.9 Gram, Epoxy Hardner 30.7 Gram, Paint Mixing 50.05 Gram, Paint Matt agent(Matt) 25.03 Gram, Paint Harnder 25.03 Gram, Paint Thinner 20.26 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,395.18"
BS-ET-16301,1.31,0.4,1439.83,"Paint Epoxy Primer 144.31 Gram, Epoxy Thinner 28.42 Gram, Epoxy Hardner 43.73 Gram, Paint Mixing 50.61 Gram, Paint Matt agent(Matt) 27.8 Gram, Paint Harnder 24.95 Gram, Paint Thinner 14.26 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,439.83"
BS-ET-16318,3.83,3.83,3672.97,"Paint Epoxy Primer 409.95 Gram, Epoxy Thinner 86.61 Gram, Epoxy Hardner 80.83 Gram, Paint Mixing 131.76 Gram, Paint Matt agent(Matt) 65.88 Gram, Paint Harnder 65.88 Gram, Paint Thinner 53.33 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,672.97"
BS-ET-16061-RE,0.25,0.25,1162.53,"Paint Epoxy Primer 116.51 Gram, Epoxy Thinner 22.95 Gram, Epoxy Hardner 35.31 Gram, Paint Mixing 40.86 Gram, Paint Matt agent(Matt) 22.45 Gram, Paint Harnder 20.14 Gram, Paint Thinner 11.51 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,162.53"
BS-ET-16329,0.33,0.33,1162.53,"Paint Epoxy Primer 116.51 Gram, Epoxy Thinner 22.95 Gram, Epoxy Hardner 35.31 Gram, Paint Mixing 40.86 Gram, Paint Matt agent(Matt) 22.45 Gram, Paint Harnder 20.14 Gram, Paint Thinner 11.51 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,162.53"
BS-LHET-307,1.42,1.42,1906.03,"Paint Epoxy Primer 212.73 Gram, Epoxy Thinner 44.94 Gram, Epoxy Hardner 41.95 Gram, Paint Mixing 68.38 Gram, Paint Matt agent(Matt) 34.19 Gram, Paint Harnder 34.19 Gram, Paint Thinner 27.68 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,906.03"
BS-ET-15954-RE,4.25,0.75,1133.31,"Paint Epoxy Primer 126.49 Gram, Epoxy Thinner 26.72 Gram, Epoxy Hardner 24.94 Gram, Paint Mixing 40.66 Gram, Paint Matt agent(Matt) 20.33 Gram, Paint Harnder 20.33 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,133.31"
BS-SI-16309,9,7.07,7063.89,"Paint Epoxy Primer 788.41 Gram, Epoxy Thinner 166.57 Gram, Epoxy Hardner 155.46 Gram, Paint Mixing 253.41 Gram, Paint Matt agent(Matt) 126.7 Gram, Paint Harnder 126.7 Gram, Paint Thinner 102.57 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 7,063.89"
BS-QS-16302 A,11.75,7.06,6560.34,"Paint Epoxy Primer 732.21 Gram, Epoxy Thinner 154.69 Gram, Epoxy Hardner 144.38 Gram, Paint Mixing 235.34 Gram, Paint Matt agent(Matt) 117.67 Gram, Paint Harnder 117.67 Gram, Paint Thinner 95.26 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 6,560.34"
BS-QS-16302 B,19.17,7.06,9652.49,"Paint Epoxy Primer 1077.33 Gram, Epoxy Thinner 227.6 Gram, Epoxy Hardner 212.43 Gram, Paint Mixing 346.27 Gram, Paint Matt agent(Matt) 173.13 Gram, Paint Harnder 173.13 Gram, Paint Thinner 140.16 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 9,652.49"
BS-SM-15903 C RE,0,0.01,0.00,"Paint Epoxy Primer 0 Gram, Epoxy Thinner 0 Gram, Epoxy Hardner 0 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 0.00"
BS-SM-16332,3.1,0.91,1396.04,"Paint Epoxy Primer 155.81 Gram, Epoxy Thinner 32.92 Gram, Epoxy Hardner 30.72 Gram, Paint Mixing 50.08 Gram, Paint Matt agent(Matt) 25.04 Gram, Paint Harnder 25.04 Gram, Paint Thinner 20.27 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,396.04"
BS-SM-16333,2,2,1396.04,"Paint Epoxy Primer 155.81 Gram, Epoxy Thinner 32.92 Gram, Epoxy Hardner 30.72 Gram, Paint Mixing 50.08 Gram, Paint Matt agent(Matt) 25.04 Gram, Paint Harnder 25.04 Gram, Paint Thinner 20.27 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,396.04"
BS-ET-UV-16296,4.08,4.08,7108.97,"Paint Epoxy Primer 793.44 Gram, Epoxy Thinner 167.63 Gram, Epoxy Hardner 156.45 Gram, Paint Mixing 255.02 Gram, Paint Matt agent(Matt) 127.51 Gram, Paint Harnder 127.51 Gram, Paint Thinner 103.22 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 7,108.97"
BS-ET-16303,4,3.14,,
BS-ET-16306-A,0.25,0.25,1661.94,"Paint Epoxy Primer 166.57 Gram, Epoxy Thinner 32.81 Gram, Epoxy Hardner 50.47 Gram, Paint Mixing 58.42 Gram, Paint Matt agent(Matt) 32.09 Gram, Paint Harnder 28.8 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,661.94"
BS-ET-16319,3.65,3.65,2514.37,"Paint Epoxy Primer 252 Gram, Epoxy Thinner 49.64 Gram, Epoxy Hardner 76.36 Gram, Paint Mixing 88.38 Gram, Paint Matt agent(Matt) 48.55 Gram, Paint Harnder 43.57 Gram, Paint Thinner 24.9 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 2,514.37"
BS-ET-16320-(Bulk),6.56,6.56,12665.81,"Paint Epoxy Primer 1413.65 Gram, Epoxy Thinner 298.66 Gram, Epoxy Hardner 278.75 Gram, Paint Mixing 454.37 Gram, Paint Matt agent(Matt) 227.18 Gram, Paint Harnder 227.18 Gram, Paint Thinner 183.91 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 12,665.81"
BS-ET-16323,2.43,0.55,1629.14,"Paint Epoxy Primer 181.83 Gram, Epoxy Thinner 38.41 Gram, Epoxy Hardner 35.85 Gram, Paint Mixing 58.44 Gram, Paint Matt agent(Matt) 29.22 Gram, Paint Harnder 29.22 Gram, Paint Thinner 23.66 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,629.14"
BS-ET-16306-B,0.25,0.25,1661.94,"Paint Epoxy Primer 166.57 Gram, Epoxy Thinner 32.81 Gram, Epoxy Hardner 50.47 Gram, Paint Mixing 58.42 Gram, Paint Matt agent(Matt) 32.09 Gram, Paint Harnder 28.8 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,661.94"
BS-ET-16330,1,0.79,1655.81,"Paint Epoxy Primer 165.95 Gram, Epoxy Thinner 32.69 Gram, Epoxy Hardner 50.29 Gram, Paint Mixing 58.2 Gram, Paint Matt agent(Matt) 31.97 Gram, Paint Harnder 28.69 Gram, Paint Thinner 16.39 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,655.81"
BS-ET-16337,2.29,2.29,1688.38,"Paint Epoxy Primer 188.44 Gram, Epoxy Thinner 39.81 Gram, Epoxy Hardner 37.16 Gram, Paint Mixing 60.57 Gram, Paint Matt agent(Matt) 30.28 Gram, Paint Harnder 30.28 Gram, Paint Thinner 24.52 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,688.38"
BS-ET-16338,1.04,0.84,1617.29,"Paint Epoxy Primer 180.51 Gram, Epoxy Thinner 38.14 Gram, Epoxy Hardner 35.59 Gram, Paint Mixing 58.02 Gram, Paint Matt agent(Matt) 29.01 Gram, Paint Harnder 29.01 Gram, Paint Thinner 23.48 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,617.29"
BS-SM-16299 (Bulk),1,0.79,,
BS-SM-16313-A,13.88,1.69,1796.67,"Paint Epoxy Primer 181.83 Gram, Epoxy Thinner 38.41 Gram, Epoxy Hardner 35.85 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 57.05 Gram, Paint Binder(Gloss) 29.22 Gram, Paint Harnder 41.74 Gram, Paint Thinner 11.13 Gram, Paint Miscellaneous cost 1 | Total: 1,796.67"
BS-SM-16334,8.26,3.56,5914.48,"Paint Epoxy Primer 159.81 Gram, Epoxy Thinner 31.48 Gram, Epoxy Hardner 48.43 Gram, Paint Mixing 506.04 Gram, Paint Matt agent(Matt) 30.79 Gram, Paint Harnder 27.63 Gram, Paint Thinner 15.79 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 5,914.48"
BS-SM-16335,4.8,1.7,2547.38,"Paint Epoxy Primer 284.32 Gram, Epoxy Thinner 60.07 Gram, Epoxy Hardner 56.06 Gram, Paint Mixing 91.38 Gram, Paint Matt agent(Matt) 45.69 Gram, Paint Harnder 45.69 Gram, Paint Thinner 36.99 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,547.38"
BS-SM-16336,12.02,3.63,5539.98,"Paint Epoxy Primer 575.47 Gram, Epoxy Thinner 121.58 Gram, Epoxy Hardner 113.47 Gram, Paint Mixing 224.96 Gram, Paint Matt agent(Matt) 92.48 Gram, Paint Harnder 92.48 Gram, Paint Thinner 74.87 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 5,539.98"
